OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,latitude,longitude
47403,,,669,CLOW/WALKER,INT,,,,,,,,OPERATIONAL,,,,,-37.9854379989289,145.219233000134
47404,,,670,CHELTENHAM/CHANDLER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.9950749994629,145.181730000254
47405,,,671,STUD/DAVID,INT,,,,,,,,OPERATIONAL,AMBU LNK,,,,-37.9776989987073,145.222148000399
47406,,,610,PHE/TIVENDALE,INT,,,,,,,,OPERATIONAL,,,,,-38.0599769995296,145.409126999503
47407,,,611,PHE/HOGS BREATH/GMH ENT,INT,,,,,,,,OPERATIONAL,,,,,-38.0030719989497,145.247075000094
47408,,,612,PHE/MANSFIELD,INT,,,,,,,,OPERATIONAL,,,,,-38.0289559988631,145.327998000182
47409,,,613,HEATHERTON/HANNA/FAWKNER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.9764549990642,145.270594000024
47410,,,614,MONASH/HEATHERTON (NB RAMPS),INT,,,,,,,,OPERATIONAL,SRLC,,,,-37.9724449994165,145.235990999444
47411,,,616,POWER NR ACER,POS,,,,,,,,OPERATIONAL,,,,,-37.9852059987141,145.239892000427
47412,,,617,HALL/CADLES,INT,,,,,,,,OPERATIONAL,,,,,-38.1009399993142,145.184405999628
47413,,,618,PRINCES FWY/CLYDE (NTH) EXIT,INT,,,,,,,,OPERATIONAL,,,,,-38.0439969995319,145.341466000268
47414,,,619,PRINCES FWY/CLYDE (STH) EXIT,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.0457949989678,145.341122999915
47415,,,621,DANDENONG VALLEY/MONTEREY/ELLIOTT,INT,,,,,,,,OPERATIONAL,,,,,-38.0237819994774,145.213508000384
47416,,,622,HULL NR MARION,POS,,,,,,,,OPERATIONAL,,,,,-37.7906929987909,145.307455000189
47417,,,623,DORSET/EASTFIELD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8133949988305,145.288115000431
47418,,,624,BAYSWATER/CENTRAL,INT,,,,,,,,OPERATIONAL,,,,,-37.8181669995654,145.269129999634
47419,,,3997,CAMP/MAIN,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.6883629993099,144.94616399992
47420,,,3998,JOHNSTONE/PEARCEDALE,INT,,,,,,,,OPERATIONAL,,,,,-37.6839149993678,144.913748000429
47421,,,3999,BROADMEADOWS/SHARPS/BARRIE,INT,,,,,,,,OPERATIONAL,,,,,-37.7080639990685,144.878657999786
47422,,,4000,MELVILLE/MORELAND,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.7532769987595,144.945746000001
47423,,,4001,SYDNEY/MORELAND,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.755455999521,144.964118000415
47424,,,4002,MORELAND NR DE CARLE,POS,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.7557349988357,144.966482000248
47425,,,4003,MORELAND NR BARROW,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7561029989876,144.969779000333
47426,,,4004,NICHOLSON/MORELAND/HOLMES,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7566699987623,144.974867999771
47427,,,4005,MELVILLE/ALBION,INT,,,,,,,,OPERATIONAL,"BUS PRI,SRLC,TRAM PRI",,,,-37.7586679994287,144.944861000466
47428,,,4006,SYDNEY/ALBION,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,TRAM PRI",,,,-37.7608429988453,144.963193000276
47429,,,4007,LYGON/ALBION/HOLMES,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.7620339990412,144.973346999648
47430,,,4008,MELVILLE/VICTORIA,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7648279994426,144.943766000251
47431,,,4009,VICTORIA/PEARSON,INT,,,,,,,,OPERATIONAL,,,,,-37.765497999431,144.949308999974
47432,,,4010,SYDNEY/BLYTH,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.7654889993535,144.962387999826
47433,,,3983,BARRY NR DUNSTAN,POS,,,,,,,,OPERATIONAL,RAIL LNK,,,,-37.666461998757,144.94689799969
47434,,,4011,SYDNEY/VICTORIA,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.7670489987178,144.962126000463
47435,,,4012,TOORAK/CAMBERWELL,INT,,,,,,,,OPERATIONAL,,,,,-37.8481799993827,145.076216000493
47436,,,4013,SYDNEY/ALBERT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7688559989085,144.961815999492
47437,,,3930,STATION/RIVERSDALE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8385109991022,145.119997999891
47438,,,3932,BELMORE NR MCCOLL,POS,,,,,,,,OPERATIONAL,,,,,-37.801142999343,145.109585999452
47439,,,3933,RIVERSDALE NR ALANDALE,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8369159988485,145.104585999895
47440,,,3934,ELGAR NR SEVERN,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.8117989991029,145.115951999627
47441,,,3935,HUNTINGDALE/HIGHBURY/GILLARD,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,-37.85551399942,145.113988000055
47442,,,3936,BERESFORD NR EARLE,POS,,,,,,,,OPERATIONAL,,,,,-37.8195269990548,145.105224000289
47443,,,3937,STATION/HIGHBURY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.856086999556,145.118928999475
47444,,,3939,STATION/CARRINGTON/RUTLAND,INT,,,,,,,,OPERATIONAL,"ASB WARN,WCHAIR",,,,-37.8203489988463,145.123386999521
47445,,,3940,ELGAR/CARRINGTON,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.8194389995176,145.114547000389
47446,,,3941,STATION/ELEY,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,-37.8443899992851,145.121035000362
47447,,,2403,PHE/STURT,INT,,,,,,,,OPERATIONAL,"Bluetooth,MICROCEL,SRLC,TRAM",,,,-37.8307839989632,144.965153000364
47448,,,1246,POUND RD/VANESSA DRIVE,INT,,,,,,,,OPERATIONAL,,,,,-38.0259719987311,145.250353000344
47449,,,1247,STH GIPPSLAND FWY/ON-RAMP/POUND RD,INT,,,,,,,,OPERATIONAL,"Bluetooth,VM CAP",,,,-38.0262539987381,145.246162000565
47450,,,1306,ALEXANDRA AVENUE / YARRA STREET,INT,,,,,,,,OPERATIONAL,,,,,-37.8341069987843,144.993452000189
47451,,,3787,ALBION NR THISTLE,POS,,,,,,,,OPERATIONAL,,,,,-37.7593589987593,144.950694999594
47452,,,3788,DAWSON NR DALY,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7695049989009,144.944415000519
47453,,,3698,WARRIGAL/KINGSTON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.9531959988777,145.076767999646
47454,,,3699,WARRIGAL/BERNARD,INT,,,,,,,,OPERATIONAL,,,,,-37.9551709990523,145.076398999926
47455,,,3700,WARRIGAL/CENTRE DANDENONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,-37.967660998983,145.074139999684
47456,,,3701,WARRIGAL NR DELIA,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.9195039989156,145.083321000042
47457,,,3702,WARRIGAL NR GLOVER,POS,,,,,,,,OPERATIONAL,,,,,-37.9276469987293,145.081716999562
47458,,,3703,WARRIGAL/COCHRANES,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,-37.9445329991445,145.078427000061
47459,,,3704,WARRIGAL/FARM,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.9626229994844,145.075039999699
47460,,,3706,WARRIGAL/MIDDLE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.886995999465,145.08938200046
47461,,,3708,BEACH NR DIXON,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.992652998878,145.066565000086
47462,,,3709,BEACH NR NEPEAN,POS,,,,,,,,OPERATIONAL,RBT SIGS,,,,-38.0085479991818,145.087516000458
47463,,,3710,NEPEAN NR THIRD/THRIFT PARK,INT,,,,,,,,OPERATIONAL,,,,,-37.9841139991237,145.076070000469
47464,,,3712,WARREN NR BROWNFIELD,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.9943489990591,145.092438999564
47465,,,3713,GOVERNOR NR CHUTE,POS,,,,,,,,OPERATIONAL,,,,,-38.0098729992462,145.092280000252
47466,,,3714,BEACH NR ANTIBES,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.9959259989884,145.071185000181
47467,,,3721,WELLINGTON/MONASH UNIVERSITY ENT,INT,,,,,,,,OPERATIONAL,"BUS PRI,SB PRI",,,,-37.9156709988979,145.134495999454
47468,,,3722,BLACKBURN/WELLINGTON,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,SB PRI",,,,-37.9163589995219,145.140108000097
47469,,,3730,PLENTY/TYLER,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7311559990501,145.014456999989
47470,,,3731,PLENTY NR ETHEL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7292059994915,145.017235000289
47471,,,3732,PLENTY/ALBERT/BOLDREWOOD,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.7251859989771,145.023574000223
47472,,,3733,PLENTY NR GREMEL,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,-37.7228079989859,145.030201000556
47473,,,3735,PLENTY/GRIMSHAW,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7000329987134,145.058369999995
47474,,,3737,PLENTY/TAUNTON,INT,,,,,,,,OPERATIONAL,,,,,-37.6884219995193,145.066555999508
47475,,,3738,PLENTY NR BRADSHAW,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,-37.7191529992788,145.039635000406
47476,,,735,FRANKSTON-DANDENONG/SKYE/OVERTON/WELLS,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL LNK",,,,-38.1301849992613,145.131887000055
47477,,,737,MOOROODUC/GOLF LINKS/TOWERHILL,INT,,,,,,,,OPERATIONAL,,,,,-38.1635569991906,145.136590000494
47478,,,674,PHE (LONSDALE)/SCOTT/LANGHORNE,INT,,,,,,,,OPERATIONAL,,,,,-37.9863339990507,145.214211000353
47479,,,676,GLADSTONE/BRADY,INT,,,,,,,,OPERATIONAL,,,,,-37.9534809990453,145.207914999466
47480,,,677,HIGH NR MAYFAIR,POS,,,,,,,,OPERATIONAL,,,,,-37.7668439988275,145.119354000265
47481,,,678,HIGH/MANNINGHAM,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,-37.7738759992933,145.114271999863
47482,,,2204,MAROONDAH/NELSON,INT,,,,,,,,OPERATIONAL,,,,,-37.8175389995472,145.119276999711
47483,,,2208,MAROONDAH/MIDDLEBOROUGH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL QUE",,,,-37.8198469994608,145.138448999964
47484,,,2209,MAROONDAH/LINSLEY,INT,,,,,,,,OPERATIONAL,FIRE LNK,,,,-37.8186609992432,145.128588999718
47485,,,2302,NEPEAN/FITZROY/WELLINGTON,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC,TRAM PRI,UPS",,,,-37.8563929988034,144.983184999546
47486,,,960,CLOW NR CLEELAND,POS,,,,,,,,OPERATIONAL,,,,,-37.9848539987758,145.214307000074
47487,,,3395,PUNT/ALEXANDRA,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,EVP",,,,-37.830632999074,144.987845000159
47488,,,3396,PUNT/DOMAIN,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP,SRLC",,,,-37.8347619991477,144.987263000183
47489,,,3398,PUNT/PASLEY NTH,INT,,,,,,,,OPERATIONAL,EVP,,,,-37.8412349987546,144.985935000213
47490,,,3399,PUNT/COMMERCIAL,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP,PARTFCRT,SRLC,T",,,,-37.845704999227,144.98502399969
47491,,,3400,PUNT/MOUBRAY/GREVILLE,INT,,,,,,,,OPERATIONAL,EVP,,,,-37.8482969987464,144.984550000441
47492,,,130,MAROONDAH HWY nr RAILWAY,INT,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.8153019987148,145.228789999888
47493,,,131,MAROONDAH/WARRANDYTE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8146379988852,145.231031999558
47494,,,167,BURWOOD HWY NR BENWERRIN,POS,,,,,,,,OPERATIONAL,"Bluetooth,TRAM RSV",,,,-37.8514439994003,145.141829000537
47495,,,201,PHE/POWER,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-38.0016979993914,145.235411000472
47496,,,224,NEPEAN/STATION,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK,UPS",,,,-38.0747089990457,145.122354999496
47497,,,231,NEPEAN/WELLS,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,,-38.1429309995275,145.121094999576
47498,,,254,STH GIPPS'D HWY/STAWELL,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-38.107999999343,145.283372999686
47499,,,255,CRANBOURNE-FRANK/WARRANDYTE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.1522059989706,145.191017999681
47500,,,257,STH GIPPS'D HWY (HIGH) NR BAKEWELL,POS,,,,,,,,OPERATIONAL,,,,,-38.1103849994449,145.283294999579
47501,,,263,MONASH/FORSTER,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,,-37.8923939990401,145.130477999541
47502,,,3478,MERTON/NEWLAND,INT,,,,,,,,OPERATIONAL,,,,,-37.8668239992736,144.778182000358
47503,,,4553,ST KILDA/ARTHUR/SLATER,INT,,,,,,,,OPERATIONAL,"EVP,TRAM RSV",,,,-37.8390799995607,144.976581000275
47504,,,4561,RUSSELL/FLINDERS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8167359994021,144.969902999728
47505,,,4567,SPENCER/FLINDERS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8210989987663,144.955075000004
47506,,,6663,COMMERCIAL/HAZELWOOD,INT,,,,,,,,OPERATIONAL,,,,,-38.2366859993965,146.394839999723
47507,,,6670,MORWELL-TRARALGON/MONASH WAY,INT,,,,,,,,OPERATIONAL,DIDO,,,,-38.239517999012,146.419591999657
47508,,,6679,STH GIPPS'D HWY NR RADOVICK,POS,,,,,,,,OPERATIONAL,"DUST,PELICAN,PTS_SIGN",,,,-38.4324949993951,145.823867999654
47509,,,7000,NORTHERN HWY STH OF HEATHCOTE,INT,,,,,,,,OPERATIONAL,,,,,-36.9458469995473,144.731113000129
47510,,,5829,GILLIES ST NR NORMAN ST,POS,,,,,,,,OPERATIONAL,,,,,-37.5342879990514,143.823156000527
47511,,,4049,TOORAK NR GRANDVIEW,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,-37.84911299875,145.084368999914
47512,,,4050,TOORAK NR MYRNIONG & QUEENS,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,-37.850178998782,145.09346799964
47513,,,4051,DONCASTER/BULLEEN/SEVERN,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,-37.7926109993443,145.070482000528
47514,,,4052,DONCASTER NR MARWAL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7927649987341,145.071343000528
47515,,,4053,DONCASTER NR BUCHANAN,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7937989994379,145.077263999662
47516,,,4054,BULLEEN / HILLVIEW,INT,,,,,,,,OPERATIONAL,,,,,-37.7846999995421,145.077542999871
47517,,,379,HIGH NR FONTEYN,POS,,,,,,,,OPERATIONAL,,,,,-37.8769379993229,145.221262999433
47518,,,294,PLYMOUTH NR SANDGATE,POS,,,,,,,,OPERATIONAL,,,,,-37.7829059991107,145.268459000213
47519,,,295,MAROONDAH/YARRA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.785725998841,145.277734999596
47520,,,315,WARRANDYTE NR ALEXANDER,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7484349986697,145.184420999765
47521,,,3779,BLYTH NR EDMENDS (FIRE STN),FIRE W/W,,,,,,,,OPERATIONAL,,,,,-37.7657539994,144.964913000456
47522,,,317,MANNINGHAM/WILLIAMSONS,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,-37.7795959994876,145.123226000235
47523,,,318,WILLIAMSONS/SHOP TOWN ENT N,INT,,,,,,,,OPERATIONAL,,,,,-37.7832259987057,145.124078999967
47524,,,319,WILLIAMSONS/SHOP TOWN ENT SOUTH,INT,,,,,,,,OPERATIONAL,,,,,-37.7847039989998,145.124384999733
47525,,,320,THOMPSONS/FOOTE/TEMPLESTOWE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7572139989786,145.113305000366
47526,,,3335,LWR PLENTY/GRANTHAM,INT,,,,,,,,OPERATIONAL,,,,,-37.729855998847,145.091524000334
47527,,,323,DONCASTER NR HENDER,POS,,,,,,,,OPERATIONAL,,,,,-37.7879679988853,145.10768099991
47528,,,324,DONCASTER/ELGAR (SLAVED 325),INT,,,,,,,,OPERATIONAL,,,,,-37.787560998749,145.123752999667
47529,,,325,DONCASTER/TRAM/WILLIAMSONS,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC,VTAG",,,,-37.7874449988164,145.124863000172
47530,,,326,DONCASTER/FREDERICK/SHOPPING,INT,,,,,,,,OPERATIONAL,,,,,-37.7873009989461,145.126878000228
47531,,,327,DONCASTER/COUNCIL,INT,,,,,,,,OPERATIONAL,,,,,-37.787400999343,145.129321999931
47532,,,329,DONCASTER/CHURCH,INT,,,,,,,,OPERATIONAL,,,,,-37.7863939993012,145.137939999634
47533,,,331,DONCASTER/JACKSON,INT,,,,,,,,OPERATIONAL,,,,,-37.7876669995306,145.149480999965
47534,,,332,DONCASTER NR LEEDS,POS,,,,,,,,OPERATIONAL,,,,,-37.7880959993438,145.153142999823
47535,,,334,DONCASTER/DONCASTER BUS DEPOT,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.787213999008,145.14543700045
47536,,,3518,MT ALEXANDER/TRAM DEPOT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7784759994252,144.930376999989
47537,,,3519,MT ALEXANDER NR LINCOLN,POS,,,,,,,,OPERATIONAL,"GWTT,TRAM PRI",,,,-37.7462879990058,144.911152999697
47538,,,3521,BULLA NR CARNARVON,POS,,,,,,,,OPERATIONAL,,,,,-37.7413029992862,144.908085000001
47539,,,3536,CLARENDON/COVENTRY,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8318909993618,144.960058000122
47540,,,3537,FERRARS NR COVENTRY,POS,,,,,,,,OPERATIONAL,,,,,-37.8333219993705,144.955109000076
47541,,,3539,BEACONSFIELD NR LANGRIDGE,POS,,,,,,,,OPERATIONAL,,,,,-37.8559049992232,144.965070999969
47542,,,3541,MONTAGUE/NORMANBY/MUNRO,INT,,,,,,,,OPERATIONAL,SRLC,,,,-37.8289589993766,144.948438999743
47543,,,3404,KENSINGTON/HOBSONS/CHILDERS,INT,,,,,,,,OPERATIONAL,,,,,-37.7984929987866,144.920111000459
47544,,,3420,ORMOND NR BYRNE,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8827179992744,144.983180999584
47545,,,3421,ORMOND NR VAUTIER,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8850359989294,144.987017999595
47546,,,3422,ORMOND NR DOCKER,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8860369993249,144.988674000321
47547,,,3424,BARKLY/ALMA/PRINCES,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8602179989109,144.982488999941
47548,,,3425,BARKLY/GREY/INKERMAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8640979989005,144.981779000308
47549,,,3426,BARKLY/CARLISLE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC,TRAM PRI",,,,-37.8671689995209,144.981224999638
47550,,,3427,BARKLY/ACLAND/MITFORD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8696409995541,144.980744999906
47551,,,3428,FITZROY/ACLAND/BEACONSFIELD,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8620109991578,144.97359400045
47552,,,3059,BELL/ST GEORGES,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,RAIL LNK,S",,,,-37.7446029991052,144.997451999968
47553,,,3060,BELL/HIGH,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC",,,,-37.7451719987313,145.002817000484
47554,,,3063,BELL/VICTORIA,INT,,,,,,,,OPERATIONAL,,,,,-37.7466609989415,145.016830000071
47555,,,3065,BELL/CHIFLEY,INT,,,,,,,,OPERATIONAL,,,,,-37.7481769990406,145.029739999467
47556,,,2211,STATION NR PAISLEY,POS,,,,,,,,OPERATIONAL,,,,,-37.8054839994776,145.126146000105
47557,,,2850,WESTERN FWY/ROBINSONS ON/OFF RAMPS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7946669990782,144.753018999487
47558,,,2983,COMMERCIAL/BALMORAL/PORTER,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8464159989066,144.990662999845
47559,,,2985,PHE NR CLOSEBURN,POS,,,,,,,,OPERATIONAL,"GWTT,PUFFIN,TRAM PRI,TRAM RSV",,,,-37.8591889993564,145.003684000118
47560,,,2986,WILLIAMS NR MURRAY,POS,,,,,,,,OPERATIONAL,,,,,-37.8505089994679,145.002814000034
47561,,,3000,BARKERS NR FINDON,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8127709990781,145.020547000083
47562,,,3001,BARKERS/CHURCH/HIGH,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8131319991313,145.023512000496
47563,,,951,GLADSTONE NR MURRAY,POS,,,,,,,,OPERATIONAL,,,,,-37.9434739990966,145.209840000336
47564,,,952,CLOW ST/DANDENONG MARKET ACCESS,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.9852029989664,145.217196999888
47565,,,953,ELONERA NR TITCHER,POS,,,,,,,,OPERATIONAL,,,,,-37.9585419994117,145.191347000418
47566,,,955,CLEELAND NR KING,POS,,,,,,,,OPERATIONAL,,,,,-37.9832809992414,145.214834999495
47567,,,956,HEMMINGS NR WILMA,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.9828169992986,145.202818000296
47568,,,957,MENZIES NR CHIFLEY,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.9659379987923,145.209017999653
47569,,,958,MENZIES NR CURTIN,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.9659379987923,145.209017999653
47570,,,959,HEATHERTON/BOYD/CLEELAND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.9703259990985,145.217300999855
47571,,,970,WARRIGAL/HIGH ST RD,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,VTAG",,,,-37.865764999276,145.092803000093
47572,,,1000,KEILOR/HOFFMANS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.7373279988412,144.89233200014
47573,,,1001,MT ALEXANDER NR HALL,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.7664919995479,144.924966999997
47574,,,3886,MORELAND NR MURDOCH,POS,,,,,,,,OPERATIONAL,,,,,-37.7547819993824,144.958541000446
47575,,,3887,MORELAND/CAMERON,INT,,,,,,,,OPERATIONAL,"RAIL LNK,TRAM PRI",,,,-37.7552089994251,144.962179999518
47576,,,3888,MELVILLE NR WOODLANDS,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7492369993514,144.946411000389
47577,,,152,BELL NR HERBERT,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.6584849986662,145.374294000171
47578,,,161,BURWOOD HWY/LAKESIDE/WOODVALE,INT,,,,,,,,OPERATIONAL,,,,,-37.8544889989007,145.165370999447
47579,,,163,BURWOOD HWY/SEVENOAKS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8536539994423,145.158268999623
47580,,,164,BURWOOD HWY/SPRINGVALE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC,UPS,VTAG",,,,-37.854960999043,145.169242000424
47581,,,165,BURWOOD HWY/SAFEWAY ENT/RSPCA ENT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8523299994779,145.134898999722
47582,,,166,BURWOOD HWY/HANOVER/HARTLAND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8567399994705,145.183554999629
47583,,,168,BURWOOD HWY/MORACK/TIP ENT/EXIT,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8585739989439,145.197949999488
47584,,,169,BURWOOD HWY/MOUNTAIN HWY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8599539993747,145.206954999897
47585,,,482,STEPHENSONS/VIRGINIA,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.8783029988251,145.128562000333
47586,,,483,STEPHENSONS/WAVERLEY,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,-37.8847039995224,145.127354999807
47587,,,5234,DUNNINGS/BOARDWALK,INT,,,,,,,,OPERATIONAL,DIDO,,,,-37.8845329993855,144.732849000477
47588,,,5045,ANAKIE / BELL POST SHOPS,INT,,,,,,,,OPERATIONAL,DIDO,,,,-38.0897829992622,144.335594000271
47589,,,975,HALLAM SOUTH NR HALLAM STATION,POS,,,,,,,,OPERATIONAL,"PUFFIN,RAIL LNK",,,,-38.0174629988834,145.270933000398
47590,,,272,CRANBOURNE/FLETCHER/FIRE STN,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK",,,,-38.1456819989052,145.126404999837
47591,,,279,HEATHERTON/TOOTAL,INT,,,,,,,,OPERATIONAL,,,,,-37.9597839990611,145.130644999744
47592,,,281,SPRINGVALE/WELLS/EDITHVALE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.0279969989786,145.131187999784
47593,,,3720,WELLINGTON/MONASH UNIVERSITY BUS ENT,INT,,,,,,,,OPERATIONAL,BUS PRI,,,,-37.9152719990152,145.131389999655
47594,,,2407,PHE/LORNE (X LAKESIDE),INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,-37.8507379990294,144.978350999477
47595,,,2432,PHE/MCNAUGHTON,INT,,,,,,,,OPERATIONAL,,,,,-37.9233779995611,145.141482000529
47596,,,2433,DANDENONG/WATTLETREE,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,-37.8610249991334,145.014971999878
47597,,,2627,WESTERN HWY/WRR,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7704449992667,144.794127999901
47598,,,2650,HIGH/PALMERSTON,INT,,,,,,,,OPERATIONAL,"DUST,PUFFIN",,,,-37.683201998718,144.58313999946
47599,,,2691,BALACLAVA NR LABASSA,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8710499995446,145.011743000525
47600,,,335,DONCASTER/BLACKBURN,INT,,,,,,,,OPERATIONAL,"Bluetooth,VTAG",,,,-37.7891629991503,145.161955999448
